name,date,value
SSR RSI Smoothed,2020-01-07,45.28318673667803
SSR RSI Smoothed,2020-01-08,46.019116444505215
SSR RSI Smoothed,2020-01-09,46.54168856718147
SSR RSI Smoothed,2020-01-10,47.19729584951023
SSR RSI Smoothed,2020-01-11,47.78127824934521
SSR RSI Smoothed,2020-01-12,48.41671649934694
SSR RSI Smoothed,2020-01-13,49.02119655698528
SSR RSI Smoothed,2020-01-14,49.85751045970772
SSR RSI Smoothed,2020-01-15,50.65434473045508
SSR RSI Smoothed,2020-01-16,51.364936391314444
SSR RSI Smoothed,2020-01-17,52.118901049764716
SSR RSI Smoothed,2020-01-18,52.8613066203691
SSR RSI Smoothed,2020-01-19,53.374914217978855
SSR RSI Smoothed,2020-01-20,53.831925940295385
SSR RSI Smoothed,2020-01-21,54.32318385362209
SSR RSI Smoothed,2020-01-22,54.70601721918941
SSR RSI Smoothed,2020-01-23,54.85903771022813
SSR RSI Smoothed,2020-01-24,55.0534448389923
SSR RSI Smoothed,2020-01-25,55.19413511803953
SSR RSI Smoothed,2020-01-26,55.4701229774712
SSR RSI Smoothed,2020-01-27,55.893156517697555
SSR RSI Smoothed,2020-01-28,56.44593381797636
SSR RSI Smoothed,2020-01-29,56.99319254045762
SSR RSI Smoothed,2020-01-30,57.59088900419175
SSR RSI Smoothed,2020-01-31,58.0422050595502
SSR RSI Smoothed,2020-02-01,58.490923753427325
SSR RSI Smoothed,2020-02-02,58.89332439624299
SSR RSI Smoothed,2020-02-03,59.24978166299137
SSR RSI Smoothed,2020-02-04,59.475159103310915
SSR RSI Smoothed,2020-02-05,59.953270809634
SSR RSI Smoothed,2020-02-06,60.45473625715291
SSR RSI Smoothed,2020-02-07,60.953614444500005
SSR RSI Smoothed,2020-02-08,61.47342994454664
SSR RSI Smoothed,2020-02-09,62.040481669184665
SSR RSI Smoothed,2020-02-10,62.290351738214646
SSR RSI Smoothed,2020-02-11,62.65981272107686
SSR RSI Smoothed,2020-02-12,63.03518517552928
SSR RSI Smoothed,2020-02-13,63.29206269803791
SSR RSI Smoothed,2020-02-14,63.58495610722059
SSR RSI Smoothed,2020-02-15,63.49443792410475
SSR RSI Smoothed,2020-02-16,63.42614347489572
SSR RSI Smoothed,2020-02-17,63.18554483607539
SSR RSI Smoothed,2020-02-18,63.16222809746205
SSR RSI Smoothed,2020-02-19,62.79246151210039
SSR RSI Smoothed,2020-02-20,62.434583771827484
SSR RSI Smoothed,2020-02-21,62.134711602844376
SSR RSI Smoothed,2020-02-22,61.81863293794102
SSR RSI Smoothed,2020-02-23,61.66000700341352
SSR RSI Smoothed,2020-02-24,61.29074880757832
SSR RSI Smoothed,2020-02-25,60.80955661307311
SSR RSI Smoothed,2020-02-26,60.150962765039715
SSR RSI Smoothed,2020-02-27,59.49476585536894
SSR RSI Smoothed,2020-02-28,58.85269799912751
SSR RSI Smoothed,2020-02-29,58.177176773971844
SSR RSI Smoothed,2020-03-01,57.51214044928914
SSR RSI Smoothed,2020-03-02,57.0850898608952
SSR RSI Smoothed,2020-03-03,56.608715281590754
SSR RSI Smoothed,2020-03-04,56.14495319735027
SSR RSI Smoothed,2020-03-05,55.6611554579296
SSR RSI Smoothed,2020-03-06,55.250120916777085
SSR RSI Smoothed,2020-03-07,54.74732600485038
SSR RSI Smoothed,2020-03-08,53.99627540435149
SSR RSI Smoothed,2020-03-09,53.19899217312877
SSR RSI Smoothed,2020-03-10,52.43511939105679
SSR RSI Smoothed,2020-03-11,51.680975728662204
SSR RSI Smoothed,2020-03-12,50.53835932101508
SSR RSI Smoothed,2020-03-13,49.643679097929514
SSR RSI Smoothed,2020-03-14,48.73178405912403
SSR RSI Smoothed,2020-03-15,47.92894081158109
SSR RSI Smoothed,2020-03-16,47.110135211321655
SSR RSI Smoothed,2020-03-17,46.414794129715126
SSR RSI Smoothed,2020-03-18,45.73282665079298
SSR RSI Smoothed,2020-03-19,45.316286674740994
SSR RSI Smoothed,2020-03-20,44.90235375379089
SSR RSI Smoothed,2020-03-21,44.50217013622472
SSR RSI Smoothed,2020-03-22,44.057580274620285
SSR RSI Smoothed,2020-03-23,43.87647693760677
SSR RSI Smoothed,2020-03-24,43.74585468811368
SSR RSI Smoothed,2020-03-25,43.58044085964169
SSR RSI Smoothed,2020-03-26,43.4144378345002
SSR RSI Smoothed,2020-03-27,43.19988094806081
SSR RSI Smoothed,2020-03-28,42.939083527040985
SSR RSI Smoothed,2020-03-29,42.620311516159376
SSR RSI Smoothed,2020-03-30,42.501844699901554
SSR RSI Smoothed,2020-03-31,42.39173632159728
SSR RSI Smoothed,2020-04-01,42.31274238291059
SSR RSI Smoothed,2020-04-02,42.267323683780425
SSR RSI Smoothed,2020-04-03,42.21837411215608
SSR RSI Smoothed,2020-04-04,42.23530090529398
SSR RSI Smoothed,2020-04-05,42.23760080822113
SSR RSI Smoothed,2020-04-06,42.447550981557306
SSR RSI Smoothed,2020-04-07,42.6181014812626
SSR RSI Smoothed,2020-04-08,42.87115269787783
SSR RSI Smoothed,2020-04-09,43.09526368609286
SSR RSI Smoothed,2020-04-10,43.132370157556736
SSR RSI Smoothed,2020-04-11,43.191887105703046
SSR RSI Smoothed,2020-04-12,43.30583967913523
SSR RSI Smoothed,2020-04-13,43.32391736787974
SSR RSI Smoothed,2020-04-14,43.304906543076804
SSR RSI Smoothed,2020-04-15,43.19130939744251
SSR RSI Smoothed,2020-04-16,43.31377726263628
SSR RSI Smoothed,2020-04-17,43.42029085292536
SSR RSI Smoothed,2020-04-18,43.57687767903099
SSR RSI Smoothed,2020-04-19,43.68441172905563
SSR RSI Smoothed,2020-04-20,43.65751226482662
SSR RSI Smoothed,2020-04-21,43.60919420659506
SSR RSI Smoothed,2020-04-22,43.77283491928958
SSR RSI Smoothed,2020-04-23,44.11506010369632
SSR RSI Smoothed,2020-04-24,44.45327899618264
SSR RSI Smoothed,2020-04-25,44.801411127551624
SSR RSI Smoothed,2020-04-26,45.219368942142324
SSR RSI Smoothed,2020-04-27,45.52591911418028
SSR RSI Smoothed,2020-04-28,45.81392728025469
SSR RSI Smoothed,2020-04-29,46.446455531022885
SSR RSI Smoothed,2020-04-30,46.96500812528082
SSR RSI Smoothed,2020-05-01,47.5497050050392
SSR RSI Smoothed,2020-05-02,48.15951626167754
SSR RSI Smoothed,2020-05-03,48.70849193101937
SSR RSI Smoothed,2020-05-04,49.18872394504922
SSR RSI Smoothed,2020-05-05,49.69866144027928
SSR RSI Smoothed,2020-05-06,50.26914852663354
SSR RSI Smoothed,2020-05-07,50.97084613466171
SSR RSI Smoothed,2020-05-08,51.4977996989934
SSR RSI Smoothed,2020-05-09,51.789383252206505
SSR RSI Smoothed,2020-05-10,51.65955354510611
SSR RSI Smoothed,2020-05-11,51.464843541369696
SSR RSI Smoothed,2020-05-12,51.34153302952228
SSR RSI Smoothed,2020-05-13,51.38144988847761
SSR RSI Smoothed,2020-05-14,51.537743294691595
SSR RSI Smoothed,2020-05-15,51.52107807912037
SSR RSI Smoothed,2020-05-16,51.539145820078446
SSR RSI Smoothed,2020-05-17,51.663102521434375
SSR RSI Smoothed,2020-05-18,51.808604875774435
SSR RSI Smoothed,2020-05-19,51.97046095897562
SSR RSI Smoothed,2020-05-20,52.029406484910886
SSR RSI Smoothed,2020-05-21,51.91245427768511
SSR RSI Smoothed,2020-05-22,51.85026631374664
SSR RSI Smoothed,2020-05-23,51.773896759759445
SSR RSI Smoothed,2020-05-24,51.55350043078794
SSR RSI Smoothed,2020-05-25,51.40060353232764
SSR RSI Smoothed,2020-05-26,51.23252623007972
SSR RSI Smoothed,2020-05-27,51.239510800343865
SSR RSI Smoothed,2020-05-28,51.42182236888431
SSR RSI Smoothed,2020-05-29,51.548627779492186
SSR RSI Smoothed,2020-05-30,51.7820984856881
SSR RSI Smoothed,2020-05-31,51.85237700250351
SSR RSI Smoothed,2020-06-01,52.18756258156256
SSR RSI Smoothed,2020-06-02,52.167793308357645
SSR RSI Smoothed,2020-06-03,52.19756240880034
SSR RSI Smoothed,2020-06-04,52.2894078805426
SSR RSI Smoothed,2020-06-05,52.32229365475818
SSR RSI Smoothed,2020-06-06,52.37232287040592
SSR RSI Smoothed,2020-06-07,52.45809464936506
SSR RSI Smoothed,2020-06-08,52.55548328580374
SSR RSI Smoothed,2020-06-09,52.66016995257752
SSR RSI Smoothed,2020-06-10,52.77668563071908
SSR RSI Smoothed,2020-06-11,52.609124380342806
SSR RSI Smoothed,2020-06-12,52.5320174338266
SSR RSI Smoothed,2020-06-13,52.423473685938255
SSR RSI Smoothed,2020-06-14,52.27304157325619
SSR RSI Smoothed,2020-06-15,52.19230095912944
SSR RSI Smoothed,2020-06-16,52.157312185758876
SSR RSI Smoothed,2020-06-17,52.04063473976879
SSR RSI Smoothed,2020-06-18,51.89544140799865
SSR RSI Smoothed,2020-06-19,51.68727899566409
SSR RSI Smoothed,2020-06-20,51.526077734381936
SSR RSI Smoothed,2020-06-21,51.32851868191188
SSR RSI Smoothed,2020-06-22,51.377670886440356
SSR RSI Smoothed,2020-06-23,51.401862246017934
SSR RSI Smoothed,2020-06-24,51.250130211885114
SSR RSI Smoothed,2020-06-25,51.087474927142374
SSR RSI Smoothed,2020-06-26,50.88870510094874
SSR RSI Smoothed,2020-06-27,50.604970319771404
SSR RSI Smoothed,2020-06-28,50.42118118735927
SSR RSI Smoothed,2020-06-29,50.16330654389755
SSR RSI Smoothed,2020-06-30,49.897176363423675
SSR RSI Smoothed,2020-07-01,49.72345705553904
SSR RSI Smoothed,2020-07-02,49.47708755236568
SSR RSI Smoothed,2020-07-03,49.21747024655516
SSR RSI Smoothed,2020-07-04,49.0358711877727
SSR RSI Smoothed,2020-07-05,48.83952093448233
SSR RSI Smoothed,2020-07-06,48.88719109376103
SSR RSI Smoothed,2020-07-07,48.88218660667826
SSR RSI Smoothed,2020-07-08,49.01850011328721
SSR RSI Smoothed,2020-07-09,48.99616672246505
SSR RSI Smoothed,2020-07-10,49.02909886025474
SSR RSI Smoothed,2020-07-11,49.03487894728772
SSR RSI Smoothed,2020-07-12,49.1025825739961
SSR RSI Smoothed,2020-07-13,49.14806468389157
SSR RSI Smoothed,2020-07-14,49.23763016493031
SSR RSI Smoothed,2020-07-15,49.27746841885254
SSR RSI Smoothed,2020-07-16,49.273216520667454
SSR RSI Smoothed,2020-07-17,49.31415687000265
SSR RSI Smoothed,2020-07-18,49.371282089498635
SSR RSI Smoothed,2020-07-19,49.46609596209779
SSR RSI Smoothed,2020-07-20,49.54747723110942
SSR RSI Smoothed,2020-07-21,49.87194491477075
SSR RSI Smoothed,2020-07-22,50.23828730156425
SSR RSI Smoothed,2020-07-23,50.5761917661607
SSR RSI Smoothed,2020-07-24,50.82930621005993
SSR RSI Smoothed,2020-07-25,51.14489442367704
SSR RSI Smoothed,2020-07-26,51.65098161756288
SSR RSI Smoothed,2020-07-27,52.57724827859967
SSR RSI Smoothed,2020-07-28,53.307467981463375
SSR RSI Smoothed,2020-07-29,53.951339858034125
SSR RSI Smoothed,2020-07-30,54.597468469925886
SSR RSI Smoothed,2020-07-31,55.30974663159852
SSR RSI Smoothed,2020-08-01,56.04349034384306
SSR RSI Smoothed,2020-08-02,56.18158180543577
SSR RSI Smoothed,2020-08-03,56.40016991685403
SSR RSI Smoothed,2020-08-04,56.54709468536167
SSR RSI Smoothed,2020-08-05,56.8968774760345
SSR RSI Smoothed,2020-08-06,57.10057883221911
SSR RSI Smoothed,2020-08-07,57.148267172589115
SSR RSI Smoothed,2020-08-08,57.24763641537215
SSR RSI Smoothed,2020-08-09,57.330341176645604
SSR RSI Smoothed,2020-08-10,57.31339554513213
SSR RSI Smoothed,2020-08-11,57.06843048968587
SSR RSI Smoothed,2020-08-12,56.92057852328362
SSR RSI Smoothed,2020-08-13,56.87935813960276
SSR RSI Smoothed,2020-08-14,56.76671046948228
SSR RSI Smoothed,2020-08-15,56.71848594759496
SSR RSI Smoothed,2020-08-16,56.70465376808639
SSR RSI Smoothed,2020-08-17,56.81607952994689
SSR RSI Smoothed,2020-08-18,56.66225143085266
SSR RSI Smoothed,2020-08-19,56.41086161263625
SSR RSI Smoothed,2020-08-20,56.23529892893365
SSR RSI Smoothed,2020-08-21,55.88151850584032
SSR RSI Smoothed,2020-08-22,55.62804871363871
SSR RSI Smoothed,2020-08-23,55.38704872633906
SSR RSI Smoothed,2020-08-24,55.25869673689134
SSR RSI Smoothed,2020-08-25,54.95052506668183
SSR RSI Smoothed,2020-08-26,54.65734639704771
SSR RSI Smoothed,2020-08-27,54.332728181998654
SSR RSI Smoothed,2020-08-28,54.07051778984784
SSR RSI Smoothed,2020-08-29,53.81360901163843
SSR RSI Smoothed,2020-08-30,53.731376249571525
SSR RSI Smoothed,2020-08-31,53.696091582161245
SSR RSI Smoothed,2020-09-01,53.70672394319068
SSR RSI Smoothed,2020-09-02,53.437569824058116
SSR RSI Smoothed,2020-09-03,52.74061126069326
SSR RSI Smoothed,2020-09-04,52.13912798702206
SSR RSI Smoothed,2020-09-05,51.4742162526611
SSR RSI Smoothed,2020-09-06,50.913756784062336
SSR RSI Smoothed,2020-09-07,50.44279323853414
SSR RSI Smoothed,2020-09-08,49.89112349504677
SSR RSI Smoothed,2020-09-09,49.42427631292814
SSR RSI Smoothed,2020-09-10,48.96800635778887
SSR RSI Smoothed,2020-09-11,48.56807232569806
SSR RSI Smoothed,2020-09-12,48.23043144583455
SSR RSI Smoothed,2020-09-13,47.8645643268485
SSR RSI Smoothed,2020-09-14,47.642487602797004
SSR RSI Smoothed,2020-09-15,47.504146305881235
SSR RSI Smoothed,2020-09-16,47.498356308336504
SSR RSI Smoothed,2020-09-17,47.38681532725125
SSR RSI Smoothed,2020-09-18,47.29190689018166
SSR RSI Smoothed,2020-09-19,47.26341217963015
SSR RSI Smoothed,2020-09-20,47.173640503150196
SSR RSI Smoothed,2020-09-21,46.88984273996417
SSR RSI Smoothed,2020-09-22,46.69748033224996
SSR RSI Smoothed,2020-09-23,46.40155363291981
SSR RSI Smoothed,2020-09-24,46.428039031881134
SSR RSI Smoothed,2020-09-25,46.443801031061625
SSR RSI Smoothed,2020-09-26,46.50213104523394
SSR RSI Smoothed,2020-09-27,46.578815839777846
SSR RSI Smoothed,2020-09-28,46.665726088922085
SSR RSI Smoothed,2020-09-29,46.83225615938214
SSR RSI Smoothed,2020-09-30,46.95071816565391
SSR RSI Smoothed,2020-10-01,46.9127257833934
SSR RSI Smoothed,2020-10-02,46.83690100586933
SSR RSI Smoothed,2020-10-03,46.747686785946385
SSR RSI Smoothed,2020-10-04,46.751496521221355
SSR RSI Smoothed,2020-10-05,46.84564050123175
SSR RSI Smoothed,2020-10-06,46.81973395999242
SSR RSI Smoothed,2020-10-07,46.85409641555256
SSR RSI Smoothed,2020-10-08,47.02928653908471
SSR RSI Smoothed,2020-10-09,47.257706081460846
SSR RSI Smoothed,2020-10-10,47.62473866444196
SSR RSI Smoothed,2020-10-11,48.03393140887358
SSR RSI Smoothed,2020-10-12,48.53017617889043
SSR RSI Smoothed,2020-10-13,48.95520781647293
SSR RSI Smoothed,2020-10-14,49.359700548471224
SSR RSI Smoothed,2020-10-15,49.81260958150656
SSR RSI Smoothed,2020-10-16,50.11975784537528
SSR RSI Smoothed,2020-10-17,50.44720015664228
SSR RSI Smoothed,2020-10-18,50.8477220042465
SSR RSI Smoothed,2020-10-19,51.39874549289008
SSR RSI Smoothed,2020-10-20,51.98624239575096
SSR RSI Smoothed,2020-10-21,52.79869193706694
SSR RSI Smoothed,2020-10-22,53.616181434634505
SSR RSI Smoothed,2020-10-23,54.41246041601884
SSR RSI Smoothed,2020-10-24,55.224570861473744
SSR RSI Smoothed,2020-10-25,55.936458903015826
SSR RSI Smoothed,2020-10-26,56.632344249806344
SSR RSI Smoothed,2020-10-27,57.45050454333591
SSR RSI Smoothed,2020-10-28,57.83070101342526
SSR RSI Smoothed,2020-10-29,58.256517898573016
SSR RSI Smoothed,2020-10-30,58.684670197665504
SSR RSI Smoothed,2020-10-31,59.15732205890872
SSR RSI Smoothed,2020-11-01,59.56416601072671
SSR RSI Smoothed,2020-11-02,59.8599024699844
SSR RSI Smoothed,2020-11-03,60.26062807615125
SSR RSI Smoothed,2020-11-04,60.70047873700838
SSR RSI Smoothed,2020-11-05,61.403530987523794
SSR RSI Smoothed,2020-11-06,61.911940969771344
SSR RSI Smoothed,2020-11-07,62.011684864103565
SSR RSI Smoothed,2020-11-08,62.24638377018203
SSR RSI Smoothed,2020-11-09,62.422194817390135
SSR RSI Smoothed,2020-11-10,62.5949189869912
SSR RSI Smoothed,2020-11-11,62.806914098542244
SSR RSI Smoothed,2020-11-12,63.128779131444034
SSR RSI Smoothed,2020-11-13,63.39492475496422
SSR RSI Smoothed,2020-11-14,63.531133419374015
SSR RSI Smoothed,2020-11-15,63.621028115827485
SSR RSI Smoothed,2020-11-16,63.85521226263479
SSR RSI Smoothed,2020-11-17,64.24521456712432
SSR RSI Smoothed,2020-11-18,64.64025196247239
SSR RSI Smoothed,2020-11-19,65.02868163692895
SSR RSI Smoothed,2020-11-20,65.48456167316283
SSR RSI Smoothed,2020-11-21,65.83887452168933
SSR RSI Smoothed,2020-11-22,66.05975849568875
SSR RSI Smoothed,2020-11-23,66.17494345568136
SSR RSI Smoothed,2020-11-24,66.40305302473007
SSR RSI Smoothed,2020-11-25,66.45743917679401
SSR RSI Smoothed,2020-11-26,65.98699393878505
SSR RSI Smoothed,2020-11-27,65.53128118986922
SSR RSI Smoothed,2020-11-28,65.22575109296815
SSR RSI Smoothed,2020-11-29,65.03024133510509
SSR RSI Smoothed,2020-11-30,65.0724495367421
SSR RSI Smoothed,2020-12-01,64.82355701691814
SSR RSI Smoothed,2020-12-02,64.64734270175053
SSR RSI Smoothed,2020-12-03,64.51996407630865
SSR RSI Smoothed,2020-12-04,64.21631388243503
SSR RSI Smoothed,2020-12-05,63.97030398428217
SSR RSI Smoothed,2020-12-06,63.77356071401211
SSR RSI Smoothed,2020-12-07,63.55068473266712
SSR RSI Smoothed,2020-12-08,63.141644480395975
SSR RSI Smoothed,2020-12-09,62.800983526593036
SSR RSI Smoothed,2020-12-10,62.407089469036734
SSR RSI Smoothed,2020-12-11,61.9407312830509
SSR RSI Smoothed,2020-12-12,61.65032834568132
SSR RSI Smoothed,2020-12-13,61.435845180517795
SSR RSI Smoothed,2020-12-14,61.26541801303296
SSR RSI Smoothed,2020-12-15,61.09747225112972
SSR RSI Smoothed,2020-12-16,61.266666817684914
SSR RSI Smoothed,2020-12-17,61.595328003448444
SSR RSI Smoothed,2020-12-18,61.938393759231964
SSR RSI Smoothed,2020-12-19,62.320031843038905
SSR RSI Smoothed,2020-12-20,62.60155566858347
SSR RSI Smoothed,2020-12-21,62.71929940082586
SSR RSI Smoothed,2020-12-22,62.92021895713734
SSR RSI Smoothed,2020-12-23,62.94222687568536
SSR RSI Smoothed,2020-12-24,62.977101321776836
SSR RSI Smoothed,2020-12-25,63.13041081656575
SSR RSI Smoothed,2020-12-26,63.456161820081576
SSR RSI Smoothed,2020-12-27,63.74240164467968
SSR RSI Smoothed,2020-12-28,64.0503103547645
SSR RSI Smoothed,2020-12-29,64.36095662413265
SSR RSI Smoothed,2020-12-30,64.78329867051859
SSR RSI Smoothed,2020-12-31,65.13948804481618
SSR RSI Smoothed,2021-01-01,65.3915640356295
SSR RSI Smoothed,2021-01-02,65.80586034988661
SSR RSI Smoothed,2021-01-03,66.21368295741169
SSR RSI Smoothed,2021-01-04,66.27425918440045
SSR RSI Smoothed,2021-01-05,66.47480894333677
SSR RSI Smoothed,2021-01-06,66.76492252694162
SSR RSI Smoothed,2021-01-07,67.13642636264197
SSR RSI Smoothed,2021-01-08,67.53375543234039
SSR RSI Smoothed,2021-01-09,67.7030059764095
SSR RSI Smoothed,2021-01-10,67.57976478711119
SSR RSI Smoothed,2021-01-11,67.1564769237033
SSR RSI Smoothed,2021-01-12,66.58154060029175
SSR RSI Smoothed,2021-01-13,66.2739786684208
SSR RSI Smoothed,2021-01-14,66.06240628159719
SSR RSI Smoothed,2021-01-15,65.66051922615553
SSR RSI Smoothed,2021-01-16,65.21487684910883
SSR RSI Smoothed,2021-01-17,64.7602532079722
SSR RSI Smoothed,2021-01-18,64.34761263133478
SSR RSI Smoothed,2021-01-19,63.87859262532829
SSR RSI Smoothed,2021-01-20,63.35331162731054
SSR RSI Smoothed,2021-01-21,62.570770058836274
SSR RSI Smoothed,2021-01-22,61.95110618294584
SSR RSI Smoothed,2021-01-23,61.29191875690377
SSR RSI Smoothed,2021-01-24,60.660181086063595
SSR RSI Smoothed,2021-01-25,60.070342031836944
SSR RSI Smoothed,2021-01-26,59.48915010422941
SSR RSI Smoothed,2021-01-27,58.77600973672959
SSR RSI Smoothed,2021-01-28,58.30958954195242
SSR RSI Smoothed,2021-01-29,57.82547729001527
SSR RSI Smoothed,2021-01-30,57.36699120410649
SSR RSI Smoothed,2021-01-31,56.84210087731635
SSR RSI Smoothed,2021-02-01,56.343647130191115
SSR RSI Smoothed,2021-02-02,56.00541213152242
SSR RSI Smoothed,2021-02-03,55.79060191144213
SSR RSI Smoothed,2021-02-04,55.53132743111226
SSR RSI Smoothed,2021-02-05,55.27379970579102
SSR RSI Smoothed,2021-02-06,55.074954607001416
SSR RSI Smoothed,2021-02-07,54.81147594747325
SSR RSI Smoothed,2021-02-08,54.96996771350103
SSR RSI Smoothed,2021-02-09,55.133767409673105
SSR RSI Smoothed,2021-02-10,55.05816668190903
SSR RSI Smoothed,2021-02-11,55.12876754285126
SSR RSI Smoothed,2021-02-12,55.15851812037401
SSR RSI Smoothed,2021-02-13,55.06472667073998
SSR RSI Smoothed,2021-02-14,55.049025620687
SSR RSI Smoothed,2021-02-15,54.960369904386305
SSR RSI Smoothed,2021-02-16,54.93513181120118
SSR RSI Smoothed,2021-02-17,55.023261711702155
SSR RSI Smoothed,2021-02-18,55.01213128515333
SSR RSI Smoothed,2021-02-19,55.18574704283159
SSR RSI Smoothed,2021-02-20,55.24711987510944
SSR RSI Smoothed,2021-02-21,55.37058916298867
SSR RSI Smoothed,2021-02-22,55.24630645398417
SSR RSI Smoothed,2021-02-23,54.86811404738402
SSR RSI Smoothed,2021-02-24,54.530111520918254
SSR RSI Smoothed,2021-02-25,54.11193829571623
SSR RSI Smoothed,2021-02-26,53.63748717162787
SSR RSI Smoothed,2021-02-27,53.157703675681326
SSR RSI Smoothed,2021-02-28,52.66428970107314
SSR RSI Smoothed,2021-03-01,52.40168119345721
SSR RSI Smoothed,2021-03-02,52.060872335261394
SSR RSI Smoothed,2021-03-03,51.828049265285046
SSR RSI Smoothed,2021-03-04,51.499899882477415
SSR RSI Smoothed,2021-03-05,51.18013396567795
SSR RSI Smoothed,2021-03-06,50.86759322564311
SSR RSI Smoothed,2021-03-07,50.69587498922777
SSR RSI Smoothed,2021-03-08,50.59921103648711
SSR RSI Smoothed,2021-03-09,50.6414630722308
SSR RSI Smoothed,2021-03-10,50.661318749650945
SSR RSI Smoothed,2021-03-11,50.769133361898476
SSR RSI Smoothed,2021-03-12,50.82985520487208
SSR RSI Smoothed,2021-03-13,51.08203353308416
SSR RSI Smoothed,2021-03-14,51.222944568651116
SSR RSI Smoothed,2021-03-15,51.07675515145877
SSR RSI Smoothed,2021-03-16,50.929479760817266
SSR RSI Smoothed,2021-03-17,50.89254415968532
SSR RSI Smoothed,2021-03-18,50.78884922675046
SSR RSI Smoothed,2021-03-19,50.690003724438895
SSR RSI Smoothed,2021-03-20,50.5275306460899
SSR RSI Smoothed,2021-03-21,50.31422386819216
SSR RSI Smoothed,2021-03-22,49.95265797822158
SSR RSI Smoothed,2021-03-23,49.595806984656406
SSR RSI Smoothed,2021-03-24,49.158920305934714
SSR RSI Smoothed,2021-03-25,48.682315384871984
SSR RSI Smoothed,2021-03-26,48.43251552718938
SSR RSI Smoothed,2021-03-27,48.19783897872826
SSR RSI Smoothed,2021-03-28,47.94363952690517
SSR RSI Smoothed,2021-03-29,47.83802684497863
SSR RSI Smoothed,2021-03-30,47.788174896582376
SSR RSI Smoothed,2021-03-31,47.75038113611365
SSR RSI Smoothed,2021-04-01,47.6240202820308
SSR RSI Smoothed,2021-04-02,47.48433912873739
SSR RSI Smoothed,2021-04-03,47.23665888736581
SSR RSI Smoothed,2021-04-04,47.041612062813414
SSR RSI Smoothed,2021-04-05,46.885962108819456
SSR RSI Smoothed,2021-04-06,46.62635729489289
SSR RSI Smoothed,2021-04-07,46.21782188254042
SSR RSI Smoothed,2021-04-08,45.91646391766886
SSR RSI Smoothed,2021-04-09,45.60846739124868
SSR RSI Smoothed,2021-04-10,45.442162667227095
SSR RSI Smoothed,2021-04-11,45.27864053685537
SSR RSI Smoothed,2021-04-12,45.06512141367873
SSR RSI Smoothed,2021-04-13,45.11920834505024
SSR RSI Smoothed,2021-04-14,44.991391950453846
SSR RSI Smoothed,2021-04-15,44.85975770953623
SSR RSI Smoothed,2021-04-16,44.55857687138348
SSR RSI Smoothed,2021-04-17,44.19574624242301
SSR RSI Smoothed,2021-04-18,43.6962189106347
SSR RSI Smoothed,2021-04-19,43.142504288596776
SSR RSI Smoothed,2021-04-20,42.62668971583959
SSR RSI Smoothed,2021-04-21,42.05325387477165
SSR RSI Smoothed,2021-04-22,41.44675870551182
SSR RSI Smoothed,2021-04-23,40.838820267217564
SSR RSI Smoothed,2021-04-24,40.22591201505659
SSR RSI Smoothed,2021-04-25,39.597846243445424
SSR RSI Smoothed,2021-04-26,39.37319670939453
SSR RSI Smoothed,2021-04-27,39.20492812890299
SSR RSI Smoothed,2021-04-28,39.02415033568
SSR RSI Smoothed,2021-04-29,38.7982254865528
SSR RSI Smoothed,2021-04-30,38.79667713109757
SSR RSI Smoothed,2021-05-01,38.79091481157856
SSR RSI Smoothed,2021-05-02,38.713364779453144
SSR RSI Smoothed,2021-05-03,38.64366299023347
SSR RSI Smoothed,2021-05-04,38.42274670795654
SSR RSI Smoothed,2021-05-05,38.34641276338655
SSR RSI Smoothed,2021-05-06,38.23301183252504
SSR RSI Smoothed,2021-05-07,38.18394082902355
SSR RSI Smoothed,2021-05-08,38.216955618657636
SSR RSI Smoothed,2021-05-09,38.21924537785357
SSR RSI Smoothed,2021-05-10,38.05922705291478
SSR RSI Smoothed,2021-05-11,37.953169350073445
SSR RSI Smoothed,2021-05-12,37.64025125162707
SSR RSI Smoothed,2021-05-13,37.29582478933483
SSR RSI Smoothed,2021-05-14,36.99383479214891
SSR RSI Smoothed,2021-05-15,36.61897730189214
SSR RSI Smoothed,2021-05-16,36.23000166320344
SSR RSI Smoothed,2021-05-17,35.78043559660667
SSR RSI Smoothed,2021-05-18,35.327800674656245
SSR RSI Smoothed,2021-05-19,34.78960357854202
SSR RSI Smoothed,2021-05-20,34.46264098532493
SSR RSI Smoothed,2021-05-21,34.063321806844975
SSR RSI Smoothed,2021-05-22,33.67369870704456
SSR RSI Smoothed,2021-05-23,33.241550003256286
SSR RSI Smoothed,2021-05-24,33.049981734500456
SSR RSI Smoothed,2021-05-25,32.8531727606808
SSR RSI Smoothed,2021-05-26,32.709456332788015
SSR RSI Smoothed,2021-05-27,32.55074526120973
SSR RSI Smoothed,2021-05-28,32.312351645004306
SSR RSI Smoothed,2021-05-29,32.06183589522698
SSR RSI Smoothed,2021-05-30,31.89354721801088
SSR RSI Smoothed,2021-05-31,31.82499150268714
SSR RSI Smoothed,2021-06-01,31.738811479172096
SSR RSI Smoothed,2021-06-02,31.724984973567818
SSR RSI Smoothed,2021-06-03,31.825105354794946
SSR RSI Smoothed,2021-06-04,31.834349274182937
SSR RSI Smoothed,2021-06-05,31.791857310411057
SSR RSI Smoothed,2021-06-06,31.77739207968253
SSR RSI Smoothed,2021-06-07,31.691641380039897
